source_record_id,order_date,customer_id,product_id,product_name,category,region,channel,quantity,unit_price,total_amount
generated-order-00489,2026-04-03,cust-rand-092,prod-502,Travel Mug,accessories,north,marketplace,7,54.84,383.88
generated-order-00490,2025-06-11,cust-rand-239,prod-104,Mechanical Keyboard,electronics,midwest,online,1,388.45,388.45
generated-order-00491,2025-02-16,cust-rand-329,prod-102,Notebook 14,electronics,south,marketplace,5,4062.76,20313.80
generated-order-00492,2025-08-02,cust-rand-170,prod-202,Desk Lamp,home,southeast,marketplace,2,46.82,93.64
generated-order-00493,2025-04-06,cust-rand-243,prod-101,Wireless Mouse,electronics,north,partner,4,60.88,243.52
generated-order-00494,2025-05-09,cust-rand-017,prod-104,Mechanical Keyboard,electronics,south,phone_sales,8,202.30,1618.40
generated-order-00495,2025-02-24,cust-rand-154,prod-205,Vacuum Cleaner,home,midwest,phone_sales,2,332.15,664.30
generated-order-00496,2025-02-13,cust-rand-065,prod-203,Air Fryer,home,midwest,physical_store,3,536.53,
generated-order-00497,2025-09-07,cust-rand-131,prod-402,Standing Desk,furniture,midwest,marketplace,8,1646.32,13170.56
generated-order-00498,2025-05-12,cust-rand-142,prod-402,Standing Desk,furniture,southeast,online,1,2115.89,
generated-order-00499,2025-05-21,cust-rand-049,prod-103,Portable Projector,electronics,midwest,physical_store,4,571.69,2286.76
generated-order-00500,2026-02-21,cust-rand-205,prod-102,Notebook 14,electronics,northeast,physical_store,5,3763.15,18815.75
generated-order-00501,2025-11-10,cust-rand-244,prod-202,Desk Lamp,home,north,phone_sales,3,54.69,
generated-order-00502,2025-04-03,cust-rand-075,prod-503,Noise Cancelling Headphones,accessories,south,phone_sales,5,1211.32,6056.60
generated-order-00503,2025-09-17,cust-rand-204,prod-502,Travel Mug,accessories,southeast,online,5,29.03,145.15
generated-order-00504,2025-10-14,cust-rand-102,prod-202,Desk Lamp,home,southeast,marketplace,1,98.57,98.57
generated-order-00505,2025-04-13,cust-rand-290,prod-503,Noise Cancelling Headphones,accessories,northeast,physical_store,2,1049.22,2098.44
generated-order-00506,2025-07-30,cust-rand-058,prod-104,Mechanical Keyboard,electronics,north,phone_sales,8,417.86,3342.88
generated-order-00507,2025-05-04,cust-rand-230,prod-205,Vacuum Cleaner,home,northeast,partner,8,576.43,4611.44
generated-order-00508,2025-02-19,cust-rand-106,prod-102,Notebook 14,electronics,south,marketplace,1,2591.94,2591.94
generated-order-00509,2025-03-11,cust-rand-339,prod-202,Desk Lamp,home,midwest,marketplace,5,129.10,645.50
generated-order-00510,2025-05-12,cust-rand-098,prod-504,Webcam,accessories,midwest,marketplace,2,137.55,275.10
generated-order-00511,2026-01-28,cust-rand-317,prod-202,Desk Lamp,home,north,marketplace,5,63.83,319.15
generated-order-00512,2026-02-15,cust-rand-283,prod-202,Desk Lamp,home,midwest,physical_store,5,55.23,
generated-order-00513,2025-06-24,cust-rand-148,prod-301,Yoga Mat,fitness,south,partner,5,63.57,317.85
generated-order-00514,2025-01-20,cust-rand-005,prod-201,Coffee Maker,home,midwest,marketplace,3,131.32,393.96
generated-order-00515,2025-03-05,cust-rand-232,prod-201,Coffee Maker,home,north,physical_store,8,185.17,1481.36
generated-order-00516,2025-03-18,cust-rand-134,prod-203,Air Fryer,home,south,physical_store,1,272.93,272.93
generated-order-00517,2026-03-17,cust-rand-102,prod-301,Yoga Mat,fitness,southeast,marketplace,4,73.26,293.04
generated-order-00518,2025-06-24,cust-rand-199,prod-204,Blender,home,north,marketplace,1,160.87,
generated-order-00519,2025-07-29,cust-rand-318,prod-104,Mechanical Keyboard,electronics,southeast,partner,1,503.66,503.66
generated-order-00520,2025-03-23,cust-rand-178,prod-204,Blender,home,midwest,partner,1,115.71,115.71
generated-order-00521,2025-12-24,cust-rand-237,prod-101,Wireless Mouse,electronics,south,physical_store,4,64.67,
generated-order-00522,2026-01-30,cust-rand-128,prod-301,Yoga Mat,fitness,northeast,partner,3,116.83,350.49
generated-order-00523,2026-03-14,cust-rand-129,prod-205,Vacuum Cleaner,home,south,physical_store,5,481.92,2409.60
generated-order-00524,2025-02-04,cust-rand-202,prod-402,Standing Desk,furniture,northeast,physical_store,3,1265.53,3796.59
generated-order-00525,2025-12-02,cust-rand-250,prod-105,Smart Speaker,electronics,midwest,partner,8,280.04,2240.32
generated-order-00526,2025-10-30,cust-rand-312,prod-104,Mechanical Keyboard,electronics,southeast,marketplace,4,300.44,1201.76
generated-order-00527,2025-04-02,cust-rand-057,prod-503,Noise Cancelling Headphones,accessories,southeast,online,6,373.18,2239.08
generated-order-00528,2025-09-13,cust-rand-324,prod-503,Noise Cancelling Headphones,accessories,midwest,phone_sales,7,394.50,2761.50
generated-order-00529,2026-01-22,cust-rand-201,prod-402,Standing Desk,furniture,southeast,phone_sales,6,1259.41,7556.46
generated-order-00530,2025-03-04,cust-rand-101,prod-302,Adjustable Dumbbells,fitness,south,phone_sales,2,668.26,1336.52
generated-order-00531,2026-01-04,cust-rand-174,prod-503,Noise Cancelling Headphones,accessories,southeast,phone_sales,8,1001.56,8012.48
generated-order-00532,2025-01-24,cust-rand-006,prod-403,Bookshelf,furniture,south,partner,3,241.44,724.32
generated-order-00533,2025-06-12,cust-rand-230,prod-501,Backpack,accessories,midwest,online,3,127.29,
generated-order-00534,2026-04-11,cust-rand-338,prod-204,Blender,home,midwest,online,6,195.70,1174.20
generated-order-00535,2025-12-21,cust-rand-075,prod-403,Bookshelf,furniture,southeast,online,1,597.25,597.25
generated-order-00536,2025-05-24,cust-rand-066,prod-301,Yoga Mat,fitness,midwest,physical_store,2,122.42,244.84
generated-order-00537,2026-04-17,cust-rand-320,prod-502,Travel Mug,accessories,northeast,partner,8,36.93,295.44
generated-order-00538,2026-02-08,cust-rand-222,prod-501,Backpack,accessories,south,online,7,209.03,1463.21
generated-order-00539,2025-12-26,cust-rand-035,prod-501,Backpack,accessories,northeast,physical_store,4,92.83,
generated-order-00540,2025-08-01,cust-rand-121,prod-204,Blender,home,south,phone_sales,6,117.88,
generated-order-00541,2025-07-12,cust-rand-172,prod-204,Blender,home,midwest,physical_store,6,289.81,1738.86
generated-order-00542,2025-06-01,cust-rand-026,prod-502,Travel Mug,accessories,northeast,online,3,69.30,207.90
generated-order-00543,2025-09-23,cust-rand-235,prod-203,Air Fryer,home,midwest,marketplace,3,276.08,828.24
generated-order-00544,2025-12-02,cust-rand-254,prod-502,Travel Mug,accessories,midwest,marketplace,1,51.39,51.39
generated-order-00545,2025-09-23,cust-rand-009,prod-203,Air Fryer,home,south,online,4,678.16,
generated-order-00546,2025-12-15,cust-rand-149,prod-205,Vacuum Cleaner,home,north,partner,7,427.91,2995.37
generated-order-00547,2025-11-06,cust-rand-018,prod-104,Mechanical Keyboard,electronics,midwest,partner,2,335.29,
generated-order-00548,2025-04-14,cust-rand-166,prod-203,Air Fryer,home,midwest,physical_store,8,486.03,3888.24
generated-order-00549,2025-04-09,cust-rand-250,prod-202,Desk Lamp,home,midwest,physical_store,5,75.09,
generated-order-00550,2025-01-21,cust-rand-009,prod-102,Notebook 14,electronics,north,marketplace,5,2593.71,12968.55
generated-order-00551,2025-08-10,cust-rand-172,prod-504,Webcam,accessories,northeast,online,7,325.02,2275.14
generated-order-00552,2025-01-20,cust-rand-322,prod-302,Adjustable Dumbbells,fitness,south,physical_store,5,593.53,2967.65
generated-order-00553,2025-01-31,cust-rand-146,prod-105,Smart Speaker,electronics,midwest,marketplace,5,207.59,
generated-order-00554,2026-01-22,cust-rand-282,prod-102,Notebook 14,electronics,midwest,marketplace,6,4018.57,24111.42
generated-order-00555,2025-08-14,cust-rand-153,prod-302,Adjustable Dumbbells,fitness,north,online,5,586.16,2930.80
generated-order-00556,2025-06-09,cust-rand-158,prod-401,Office Chair,furniture,southeast,physical_store,7,829.38,5805.66
generated-order-00557,2025-04-12,cust-rand-100,prod-101,Wireless Mouse,electronics,midwest,partner,1,130.61,130.61
generated-order-00558,2025-01-09,cust-rand-240,prod-104,Mechanical Keyboard,electronics,midwest,marketplace,8,507.18,4057.44
generated-order-00559,2025-03-30,cust-rand-158,prod-403,Bookshelf,furniture,midwest,online,2,523.32,1046.64
generated-order-00560,2026-04-17,cust-rand-313,prod-502,Travel Mug,accessories,north,online,8,32.02,256.16
generated-order-00561,2026-03-22,cust-rand-104,prod-103,Portable Projector,electronics,north,online,7,840.33,5882.31
generated-order-00562,2025-03-18,cust-rand-309,prod-301,Yoga Mat,fitness,northeast,online,2,86.61,173.22
generated-order-00563,2025-03-24,cust-rand-081,prod-203,Air Fryer,home,southeast,online,1,430.70,430.70
generated-order-00564,2025-04-02,cust-rand-244,prod-504,Webcam,accessories,midwest,online,4,184.18,736.72
generated-order-00565,2025-05-07,cust-rand-205,prod-205,Vacuum Cleaner,home,south,online,7,358.59,2510.13
generated-order-00566,2025-04-28,cust-rand-042,prod-104,Mechanical Keyboard,electronics,midwest,physical_store,5,480.56,
generated-order-00567,2025-04-23,cust-rand-204,prod-401,Office Chair,furniture,north,phone_sales,4,904.86,3619.44
generated-order-00568,2025-03-07,cust-rand-179,prod-204,Blender,home,north,online,8,249.29,1994.32
generated-order-00569,2026-04-25,cust-rand-114,prod-201,Coffee Maker,home,northeast,phone_sales,7,271.00,1897.00
generated-order-00570,2025-01-20,cust-rand-176,prod-105,Smart Speaker,electronics,northeast,online,6,213.40,1280.40
generated-order-00571,2025-01-11,cust-rand-048,prod-102,Notebook 14,electronics,northeast,physical_store,4,2244.66,8978.64
generated-order-00572,2025-10-18,cust-rand-067,prod-203,Air Fryer,home,north,physical_store,7,619.44,4336.08
generated-order-00573,2025-05-28,cust-rand-262,prod-105,Smart Speaker,electronics,southeast,partner,1,165.46,165.46
generated-order-00574,2025-02-05,cust-rand-222,prod-104,Mechanical Keyboard,electronics,midwest,online,7,261.32,1829.24
generated-order-00575,2025-10-14,cust-rand-098,prod-503,Noise Cancelling Headphones,accessories,southeast,online,6,594.91,
generated-order-00576,2025-10-29,cust-rand-006,prod-104,Mechanical Keyboard,electronics,northeast,phone_sales,7,202.87,1420.09
generated-order-00577,2025-07-11,cust-rand-068,prod-205,Vacuum Cleaner,home,north,partner,3,766.49,2299.47
generated-order-00578,2026-04-01,cust-rand-063,prod-204,Blender,home,southeast,partner,7,260.49,1823.43
generated-order-00579,2026-03-04,cust-rand-139,prod-103,Portable Projector,electronics,southeast,phone_sales,8,385.09,
generated-order-00580,2025-08-25,cust-rand-086,prod-301,Yoga Mat,fitness,southeast,phone_sales,3,98.98,296.94
generated-order-00581,2025-12-24,cust-rand-006,prod-205,Vacuum Cleaner,home,northeast,phone_sales,4,655.96,2623.84
generated-order-00582,2025-07-29,cust-rand-221,prod-201,Coffee Maker,home,south,physical_store,4,199.43,797.72
generated-order-00583,2026-04-19,cust-rand-217,prod-202,Desk Lamp,home,northeast,partner,1,92.64,92.64
generated-order-00584,2025-04-16,cust-rand-026,prod-302,Adjustable Dumbbells,fitness,midwest,physical_store,2,789.89,1579.78
generated-order-00585,2025-08-25,cust-rand-131,prod-403,Bookshelf,furniture,midwest,phone_sales,8,543.62,4348.96
generated-order-00586,2025-04-18,cust-rand-155,prod-202,Desk Lamp,home,midwest,partner,5,54.61,273.05
generated-order-00587,2025-01-13,cust-rand-266,prod-104,Mechanical Keyboard,electronics,southeast,phone_sales,6,357.15,2142.90
generated-order-00588,2025-05-25,cust-rand-085,prod-504,Webcam,accessories,south,partner,8,334.37,2674.96
generated-order-00589,2025-02-24,cust-rand-062,prod-401,Office Chair,furniture,north,marketplace,7,1160.49,8123.43
generated-order-00590,2025-07-05,cust-rand-038,prod-202,Desk Lamp,home,southeast,online,8,141.47,1131.76
generated-order-00591,2026-02-28,cust-rand-286,prod-101,Wireless Mouse,electronics,midwest,marketplace,5,78.23,391.15
generated-order-00592,2026-02-12,cust-rand-093,prod-203,Air Fryer,home,midwest,marketplace,1,624.28,624.28
generated-order-00593,2025-11-20,cust-rand-092,prod-302,Adjustable Dumbbells,fitness,southeast,physical_store,7,622.55,4357.85
generated-order-00594,2025-02-06,cust-rand-016,prod-203,Air Fryer,home,north,partner,8,432.98,3463.84
generated-order-00595,2025-10-13,cust-rand-023,prod-203,Air Fryer,home,south,marketplace,5,294.89,1474.45
generated-order-00596,2025-06-03,cust-rand-217,prod-503,Noise Cancelling Headphones,accessories,south,phone_sales,1,452.87,452.87
generated-order-00597,2025-01-24,cust-rand-317,prod-204,Blender,home,south,physical_store,2,117.53,235.06
generated-order-00598,2026-03-31,cust-rand-040,prod-402,Standing Desk,furniture,northeast,partner,4,770.33,3081.32
generated-order-00599,2025-04-15,cust-rand-263,prod-504,Webcam,accessories,midwest,marketplace,7,433.41,3033.87
generated-order-00600,2025-06-05,cust-rand-206,prod-105,Smart Speaker,electronics,northeast,physical_store,2,171.05,342.10
generated-order-00601,2025-03-27,cust-rand-320,prod-203,Air Fryer,home,north,online,8,527.33,4218.64
generated-order-00602,2025-09-29,cust-rand-133,prod-103,Portable Projector,electronics,south,online,7,365.94,2561.58
generated-order-00603,2025-01-29,cust-rand-115,prod-302,Adjustable Dumbbells,fitness,southeast,physical_store,5,367.54,1837.70
generated-order-00604,2025-11-11,cust-rand-110,prod-101,Wireless Mouse,electronics,midwest,phone_sales,5,173.62,
generated-order-00605,2025-05-16,cust-rand-231,prod-103,Portable Projector,electronics,southeast,phone_sales,3,568.86,1706.58
generated-order-00606,2025-06-27,cust-rand-284,prod-105,Smart Speaker,electronics,northeast,online,8,233.26,
generated-order-00607,2025-11-29,cust-rand-237,prod-205,Vacuum Cleaner,home,northeast,phone_sales,7,555.05,3885.35
generated-order-00608,2025-11-04,cust-rand-223,prod-303,Protein Blender Bottle,fitness,north,partner,8,21.73,173.84
generated-order-00609,2026-02-10,cust-rand-077,prod-402,Standing Desk,furniture,southeast,marketplace,7,1702.75,11919.25
generated-order-00610,2025-07-11,cust-rand-052,prod-501,Backpack,accessories,north,marketplace,8,193.00,
generated-order-00611,2025-11-07,cust-rand-117,prod-503,Noise Cancelling Headphones,accessories,south,phone_sales,8,1032.07,
generated-order-00612,2025-04-13,cust-rand-308,prod-105,Smart Speaker,electronics,midwest,marketplace,5,290.08,1450.40
generated-order-00613,2025-01-17,cust-rand-185,prod-502,Travel Mug,accessories,midwest,phone_sales,8,26.71,213.68
generated-order-00614,2025-05-09,cust-rand-008,prod-502,Travel Mug,accessories,midwest,physical_store,3,35.11,105.33
generated-order-00615,2025-07-22,cust-rand-181,prod-101,Wireless Mouse,electronics,northeast,phone_sales,7,129.44,
generated-order-00616,2025-05-19,cust-rand-273,prod-102,Notebook 14,electronics,north,marketplace,7,3358.87,23512.09
generated-order-00617,2025-02-04,cust-rand-162,prod-504,Webcam,accessories,north,online,8,324.94,
generated-order-00618,2025-04-01,cust-rand-186,prod-401,Office Chair,furniture,northeast,phone_sales,6,1349.07,8094.42
generated-order-00619,2026-03-20,cust-rand-026,prod-103,Portable Projector,electronics,northeast,phone_sales,4,816.31,3265.24
generated-order-00620,2026-03-20,cust-rand-003,prod-504,Webcam,accessories,north,online,3,283.74,
generated-order-00621,2026-01-27,cust-rand-115,prod-103,Portable Projector,electronics,south,marketplace,2,393.05,
generated-order-00622,2026-03-10,cust-rand-249,prod-202,Desk Lamp,home,northeast,phone_sales,7,143.45,1004.15
generated-order-00623,2025-06-01,cust-rand-088,prod-204,Blender,home,northeast,phone_sales,1,166.34,166.34
generated-order-00624,2025-04-03,cust-rand-301,prod-402,Standing Desk,furniture,north,marketplace,4,1330.79,5323.16
generated-order-00625,2026-03-31,cust-rand-025,prod-104,Mechanical Keyboard,electronics,northeast,marketplace,3,495.34,1486.02
generated-order-00626,2025-06-30,cust-rand-293,prod-104,Mechanical Keyboard,electronics,north,online,8,265.56,2124.48
generated-order-00627,2026-03-08,cust-rand-175,prod-102,Notebook 14,electronics,north,partner,1,3567.30,
generated-order-00628,2025-09-26,cust-rand-134,prod-202,Desk Lamp,home,south,physical_store,7,109.55,766.85
generated-order-00629,2025-01-11,cust-rand-221,prod-501,Backpack,accessories,northeast,online,4,139.58,
generated-order-00630,2025-01-23,cust-rand-159,prod-102,Notebook 14,electronics,south,phone_sales,8,2234.13,17873.04
generated-order-00631,2025-12-15,cust-rand-248,prod-204,Blender,home,south,online,6,147.10,882.60
generated-order-00632,2025-01-16,cust-rand-344,prod-502,Travel Mug,accessories,southeast,marketplace,3,18.16,54.48
generated-order-00633,2026-02-10,cust-rand-323,prod-205,Vacuum Cleaner,home,southeast,online,6,354.65,2127.90
generated-order-00634,2026-03-02,cust-rand-121,prod-503,Noise Cancelling Headphones,accessories,north,marketplace,2,980.45,1960.90
generated-order-00635,2026-04-16,cust-rand-290,prod-205,Vacuum Cleaner,home,northeast,phone_sales,1,351.22,351.22
generated-order-00636,2025-04-27,cust-rand-130,prod-101,Wireless Mouse,electronics,southeast,marketplace,4,66.65,
generated-order-00637,2025-12-02,cust-rand-111,prod-403,Bookshelf,furniture,south,partner,5,310.66,1553.30
generated-order-00638,2025-06-25,cust-rand-157,prod-201,Coffee Maker,home,southeast,marketplace,6,326.49,1958.94
generated-order-00639,2025-07-21,cust-rand-273,prod-504,Webcam,accessories,northeast,marketplace,3,412.60,1237.80
generated-order-00640,2025-11-14,cust-rand-203,prod-103,Portable Projector,electronics,north,physical_store,7,527.22,3690.54
generated-order-00641,2026-03-16,cust-rand-271,prod-205,Vacuum Cleaner,home,northeast,online,4,521.00,2084.00
generated-order-00642,2025-02-06,cust-rand-198,prod-201,Coffee Maker,home,midwest,phone_sales,4,327.75,1311.00
generated-order-00643,2025-07-25,cust-rand-105,prod-201,Coffee Maker,home,north,marketplace,4,300.24,1200.96
generated-order-00644,2025-02-17,cust-rand-228,prod-301,Yoga Mat,fitness,south,online,5,109.37,546.85
generated-order-00645,2025-12-21,cust-rand-251,prod-205,Vacuum Cleaner,home,southeast,online,3,674.07,
generated-order-00646,2026-01-11,cust-rand-173,prod-104,Mechanical Keyboard,electronics,north,online,6,286.21,1717.26
generated-order-00647,2026-02-26,cust-rand-105,prod-402,Standing Desk,furniture,south,partner,5,1448.89,7244.45
generated-order-00648,2025-12-05,cust-rand-059,prod-103,Portable Projector,electronics,north,physical_store,7,864.64,
generated-order-00649,2026-04-08,cust-rand-099,prod-303,Protein Blender Bottle,fitness,northeast,physical_store,6,47.00,282.00
generated-order-00650,2025-09-17,cust-rand-148,prod-105,Smart Speaker,electronics,north,marketplace,3,276.76,830.28
generated-order-00651,2025-10-31,cust-rand-102,prod-403,Bookshelf,furniture,southeast,phone_sales,2,606.09,1212.18
generated-order-00652,2025-12-13,cust-rand-084,prod-201,Coffee Maker,home,northeast,phone_sales,1,280.96,280.96
generated-order-00653,2025-06-20,cust-rand-323,prod-202,Desk Lamp,home,north,partner,2,71.08,142.16
generated-order-00654,2025-04-27,cust-rand-176,prod-204,Blender,home,midwest,marketplace,4,166.65,666.60
generated-order-00655,2025-06-28,cust-rand-258,prod-102,Notebook 14,electronics,midwest,online,4,3737.59,14950.36
generated-order-00656,2025-03-11,cust-rand-335,prod-402,Standing Desk,furniture,northeast,physical_store,2,1326.32,2652.64
generated-order-00657,2025-07-02,cust-rand-053,prod-204,Blender,home,north,phone_sales,4,275.36,1101.44
generated-order-00658,2025-08-28,cust-rand-257,prod-303,Protein Blender Bottle,fitness,north,physical_store,5,36.87,
generated-order-00659,2025-08-06,cust-rand-309,prod-104,Mechanical Keyboard,electronics,northeast,phone_sales,1,502.78,502.78
generated-order-00660,2025-09-06,cust-rand-193,prod-401,Office Chair,furniture,midwest,phone_sales,3,867.23,2601.69
generated-order-00661,2025-01-03,cust-rand-108,prod-503,Noise Cancelling Headphones,accessories,southeast,partner,5,882.51,4412.55
generated-order-00662,2025-09-19,cust-rand-042,prod-502,Travel Mug,accessories,midwest,physical_store,7,26.22,183.54
generated-order-00663,2025-11-28,cust-rand-247,prod-102,Notebook 14,electronics,south,physical_store,5,2841.00,14205.00
generated-order-00664,2026-01-30,cust-rand-137,prod-301,Yoga Mat,fitness,midwest,partner,2,117.86,235.72
generated-order-00665,2025-09-06,cust-rand-348,prod-102,Notebook 14,electronics,north,partner,6,3369.23,20215.38
generated-order-00666,2026-02-22,cust-rand-033,prod-202,Desk Lamp,home,northeast,online,6,127.13,762.78
generated-order-00667,2025-04-30,cust-rand-321,prod-201,Coffee Maker,home,midwest,marketplace,7,325.07,2275.49
generated-order-00668,2025-09-05,cust-rand-001,prod-104,Mechanical Keyboard,electronics,northeast,physical_store,6,357.35,2144.10
generated-order-00669,2026-01-03,cust-rand-165,prod-103,Portable Projector,electronics,midwest,physical_store,7,352.05,2464.35
generated-order-00670,2025-12-08,cust-rand-298,prod-204,Blender,home,south,physical_store,4,184.51,738.04
generated-order-00671,2025-05-28,cust-rand-173,prod-202,Desk Lamp,home,south,marketplace,4,132.27,
generated-order-00672,2025-09-26,cust-rand-326,prod-204,Blender,home,northeast,partner,1,235.60,235.60
generated-order-00673,2025-12-13,cust-rand-330,prod-503,Noise Cancelling Headphones,accessories,north,phone_sales,5,1152.81,5764.05
generated-order-00674,2026-02-27,cust-rand-089,prod-302,Adjustable Dumbbells,fitness,southeast,marketplace,8,674.68,5397.44
generated-order-00675,2025-09-06,cust-rand-020,prod-503,Noise Cancelling Headphones,accessories,northeast,partner,2,968.08,1936.16
generated-order-00676,2025-03-31,cust-rand-160,prod-303,Protein Blender Bottle,fitness,south,phone_sales,7,45.51,318.57
generated-order-00677,2025-08-15,cust-rand-185,prod-504,Webcam,accessories,midwest,marketplace,4,376.53,1506.12
generated-order-00678,2025-03-06,cust-rand-205,prod-201,Coffee Maker,home,northeast,partner,2,183.57,
generated-order-00679,2025-01-23,cust-rand-139,prod-104,Mechanical Keyboard,electronics,north,marketplace,6,394.67,2368.02
generated-order-00680,2025-09-19,cust-rand-166,prod-103,Portable Projector,electronics,southeast,online,6,479.85,2879.10
generated-order-00681,2026-01-19,cust-rand-192,prod-201,Coffee Maker,home,north,online,5,171.27,856.35
generated-order-00682,2026-04-21,cust-rand-113,prod-302,Adjustable Dumbbells,fitness,south,online,5,930.84,
generated-order-00683,2026-03-11,cust-rand-032,prod-503,Noise Cancelling Headphones,accessories,northeast,marketplace,4,813.72,3254.88
generated-order-00684,2025-04-02,cust-rand-300,prod-101,Wireless Mouse,electronics,southeast,physical_store,7,120.15,841.05
generated-order-00685,2025-04-17,cust-rand-164,prod-102,Notebook 14,electronics,north,online,7,3709.04,
generated-order-00686,2025-05-29,cust-rand-135,prod-401,Office Chair,furniture,south,partner,8,476.51,3812.08
generated-order-00687,2025-05-07,cust-rand-006,prod-302,Adjustable Dumbbells,fitness,southeast,physical_store,4,875.37,3501.48
generated-order-00688,2025-09-06,cust-rand-146,prod-303,Protein Blender Bottle,fitness,north,physical_store,5,38.36,191.80
generated-order-00689,2025-04-21,cust-rand-348,prod-104,Mechanical Keyboard,electronics,south,phone_sales,5,457.80,2289.00
generated-order-00690,2025-09-25,cust-rand-280,prod-502,Travel Mug,accessories,southeast,partner,7,20.38,142.66
generated-order-00691,2025-05-30,cust-rand-340,prod-105,Smart Speaker,electronics,north,phone_sales,7,240.65,1684.55
generated-order-00692,2025-01-08,cust-rand-224,prod-103,Portable Projector,electronics,southeast,marketplace,4,941.61,3766.44
generated-order-00693,2025-05-04,cust-rand-002,prod-102,Notebook 14,electronics,north,physical_store,8,3279.71,
generated-order-00694,2025-09-08,cust-rand-314,prod-201,Coffee Maker,home,north,partner,4,244.43,977.72
generated-order-00695,2025-02-18,cust-rand-075,prod-205,Vacuum Cleaner,home,midwest,partner,8,839.50,6716.00
generated-order-00696,2025-11-05,cust-rand-059,prod-203,Air Fryer,home,south,phone_sales,6,302.71,1816.26
generated-order-00697,2025-11-23,cust-rand-076,prod-104,Mechanical Keyboard,electronics,midwest,marketplace,7,279.04,1953.28
generated-order-00698,2025-04-26,cust-rand-137,prod-202,Desk Lamp,home,southeast,phone_sales,1,156.40,156.40
generated-order-00699,2026-01-28,cust-rand-173,prod-403,Bookshelf,furniture,south,marketplace,3,238.72,716.16
generated-order-00700,2026-02-28,cust-rand-088,prod-101,Wireless Mouse,electronics,southeast,marketplace,2,61.62,
generated-order-00701,2025-08-19,cust-rand-317,prod-105,Smart Speaker,electronics,southeast,partner,3,364.50,1093.50
generated-order-00702,2026-03-01,cust-rand-274,prod-103,Portable Projector,electronics,southeast,phone_sales,8,929.69,7437.52
generated-order-00703,2025-07-21,cust-rand-037,prod-303,Protein Blender Bottle,fitness,midwest,marketplace,7,23.58,165.06
generated-order-00704,2025-10-07,cust-rand-020,prod-502,Travel Mug,accessories,northeast,online,3,31.37,94.11
generated-order-00705,2026-04-21,cust-rand-264,prod-401,Office Chair,furniture,southeast,physical_store,5,1366.24,
generated-order-00706,2026-01-12,cust-rand-304,prod-402,Standing Desk,furniture,northeast,partner,3,1619.10,4857.30
generated-order-00707,2025-05-19,cust-rand-216,prod-105,Smart Speaker,electronics,southeast,partner,6,301.87,1811.22
generated-order-00708,2025-08-14,cust-rand-042,prod-205,Vacuum Cleaner,home,southeast,partner,8,841.09,6728.72
generated-order-00709,2026-02-02,cust-rand-341,prod-201,Coffee Maker,home,south,marketplace,4,180.37,721.48
generated-order-00710,2026-03-29,cust-rand-017,prod-303,Protein Blender Bottle,fitness,north,physical_store,8,38.53,308.24
generated-order-00711,2026-03-06,cust-rand-100,prod-204,Blender,home,north,phone_sales,4,304.21,1216.84
generated-order-00712,2026-03-20,cust-rand-291,prod-401,Office Chair,furniture,southeast,phone_sales,7,990.96,
generated-order-00713,2026-01-31,cust-rand-172,prod-205,Vacuum Cleaner,home,midwest,physical_store,4,538.27,2153.08
generated-order-00714,2025-09-28,cust-rand-273,prod-103,Portable Projector,electronics,north,phone_sales,1,658.55,658.55
generated-order-00715,2026-02-08,cust-rand-028,prod-301,Yoga Mat,fitness,north,marketplace,1,114.14,114.14
generated-order-00716,2025-08-10,cust-rand-224,prod-205,Vacuum Cleaner,home,southeast,physical_store,4,389.33,1557.32
generated-order-00717,2025-05-04,cust-rand-215,prod-102,Notebook 14,electronics,midwest,online,5,3482.20,17411.00
generated-order-00718,2026-04-24,cust-rand-133,prod-202,Desk Lamp,home,north,marketplace,2,116.61,233.22
generated-order-00719,2025-07-06,cust-rand-012,prod-301,Yoga Mat,fitness,southeast,marketplace,7,87.20,
generated-order-00720,2025-04-26,cust-rand-260,prod-504,Webcam,accessories,north,online,2,142.94,285.88
generated-order-00721,2025-01-10,cust-rand-144,prod-503,Noise Cancelling Headphones,accessories,midwest,online,5,710.00,3550.00
generated-order-00722,2025-01-05,cust-rand-205,prod-203,Air Fryer,home,northeast,marketplace,7,269.89,1889.23
generated-order-00723,2025-03-01,cust-rand-157,prod-103,Portable Projector,electronics,southeast,partner,7,796.62,5576.34
generated-order-00724,2025-01-25,cust-rand-280,prod-201,Coffee Maker,home,southeast,physical_store,2,353.93,
generated-order-00725,2025-12-04,cust-rand-011,prod-302,Adjustable Dumbbells,fitness,north,marketplace,7,962.81,6739.67
generated-order-00726,2025-11-30,cust-rand-029,prod-501,Backpack,accessories,north,physical_store,2,104.08,
generated-order-00727,2025-05-18,cust-rand-007,prod-402,Standing Desk,furniture,south,online,3,1440.02,4320.06
generated-order-00728,2025-05-16,cust-rand-090,prod-402,Standing Desk,furniture,north,online,1,707.41,707.41
generated-order-00729,2025-06-20,cust-rand-195,prod-402,Standing Desk,furniture,northeast,online,6,1945.42,11672.52
generated-order-00730,2026-03-08,cust-rand-185,prod-202,Desk Lamp,home,north,online,4,157.96,631.84
generated-order-00731,2025-11-05,cust-rand-333,prod-203,Air Fryer,home,midwest,partner,2,363.90,727.80
generated-order-00732,2025-04-20,cust-rand-141,prod-503,Noise Cancelling Headphones,accessories,northeast,online,2,365.14,730.28
